show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,
s6010-netflix,Movie,3 Heroines,Iman Brotoseno,"Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan",Indonesia,5-Jan-19,2016,TV-PG,124 min,"Dramas, International Movies, Sports Movies",Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.,
s1115-netflix,Movie,3 Idiots,Rajkumar Hirani,"Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey",India,1-Apr-21,2009,PG-13,164 min,"Comedies, Dramas, International Movies","While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",
s3484-amazon,Movie,3 Magic Words,Michael Perlin,"Neale Donald Walsch, Daniel Blair Stewart, Dolores Cannon, Debbie Ford, Dr Theresa Bullard, Gudni Gudnason, Kute Blackson, Professor Sasi Velupillai, Nandhiji, Gary Renard, Max Christensen, Susan Shumsky, Jasmuheen",,,2012,G,71 min,Special Interest,"A woman awakens with amnesia after a suicide attempt, and her quest to find the meaning of life introduces her to the philosophy of all the great masters throughout history. Her self-discovery becomes a real-life primer in higher consciousness.",
s8938-amazon,Movie,3 Pints and a Rabbi,Richard J. Perry,"Amanda Abbington, Michael Maloney, Jordan Stephens, Hannaj Bang Bendz",,,2021,18+,73 min,"Comedy, Science Fiction","When three dazed and confused strangers wake up in a pub to a dead woman lying on the table with three hefty chunks of flesh missing, they must figure out what happened to her in order to ensure they don't meet the same fate.",
s6011-netflix,Movie,3 Seconds Divorce,Shazia Javed,,Canada,15-Jun-19,2018,TV-PG,53 min,"Documentaries, Faith & Spirituality","A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights.",
s3483-amazon,Movie,3 Simple Meditation Practices,Mark Knight,Anne-Marie Newland,,,2016,ALL,10 min,"Fitness, Special Interest","Watching the breath is the first practice-an ancient Buddhist tradition-working on placing the mind in the body. Mantra meditation is the second practice and is an ancient Indian technique using a sound like OM. The third practice is mindfulness meditation, helping you helping you notice one thing at a time when you are in need of peace. With Anne-Marie Newland founder of Sun Power Yoga",
s5665-netflix,Movie,3 Türken & ein Baby,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Germany,15-Dec-16,2015,TV-MA,93 min,"Comedies, International Movies",The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,
s3482-amazon,Movie,30 Day Promise,Corey L. Branch,"Todd Anthony Manaigo, Kimberly Anne Parker, Nhadya Salomon, Malia Williams, Christopher Terrell Jr.",,,2017,13+,100 min,"Drama, Faith and Spirituality","What would you do if you had two months to live, a failing marriage and a broken home? This is the scenario Heather is facing. She's dying of cancer, her husband is having an affair and her children's relationship with their dad is nonexistent. To change the direction of her family, she comes up with an unusual plan to save her marriage and re-establish a relationship with God in her family.",
s3481-amazon,TV Show,30 Day Yoga For Weight Loss with Julia Marie,,Julia Marie,,,2018,ALL,1 Season,"Fitness, Special Interest","Welcome to the 30 day yoga challenge! Throughout this series you will burn calories, build muscle and create healthy habits that will help you keep the weight off and live more optimally. In addition to the workouts you will find bonus tips at the end of each video to help you stay on track.",
s6012-netflix,Movie,30 Days of Luxury,Hani Hamdi,"Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar",Egypt,18-Apr-19,2016,TV-14,91 min,"Comedies, International Movies","With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.",
s3480-amazon,TV Show,30 Days of Yoga for Beginners | Calm Mind & Body | Eliz Fitness,,Eliz Perez,,,2020,ALL,1 Season,"Fitness, Special Interest","Welcome to 30 days of Yoga for a Calm Mind, an all-levels series from Eliz Fitness. Learn the foundations of yoga, and utilize breath and movement to unlock powerful physical and mental benefits. Discover peace of mind by following along with Eliz and stay tuned for bonus tips at the end of each video.",
s3479-amazon,Movie,30 Minute Singing Bowl Meditation,Mark Knight,,,,2020,ALL,30 min,Special Interest,"Use the universal sound of OUM and the singing bowl for meditation, focus and relaxation",
s3478-amazon,Movie,30 Minutes of Flowing Water,Mark Knight,,,,2012,ALL,30 min,Special Interest,"A relaxing video postcard features no narration or music-simply the natural sounds and video in HD. Scenes include Del Norte Coast California, Yellowstone National Park, Tumalo Falls in Oregon, Caceres Reef in the Philippines, Colorado River in Texas, Terrebonne Cattle Ranchin Oregon, Coastline Valaparasio in Chile, Schroon River in the Adirondack Mountains, Makapu'u Tide Pools in Maui and more.",
s3477-amazon,Movie,30 Minutes of Nature's Beauty,Mark Knight,,,,2012,ALL,30 min,Special Interest,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Vistas include Lotus Flower ponds in Maui, Floating clouds in Texas, Aruba Dutch Caribbean, Trunk Bay St. John USVI, Deschutes National Forest Oregon, Waimuku Falls Maui, Rain Falling on leaves in New Orleans, Kanoehe Bay Hawaii, Texas Wildflowers and Leinster Bay St. John.",
s3476-amazon,Movie,30 Minutes of Relaxation,Mark Knight,,,,2012,ALL,30 min,Special Interest,"A relaxing video postcard format with no narration or music_simply the natural sounds and video in HD. Yangtze River China, Horsehollow Wind farm, Grand Bahama Island Infinity Pool, Buckingham Fountain Chicago, Bellagio Fountain Las Vegas, Fly fishing on the Mohican River, Glass fish of Apo Islands Philippines, Hacienda Temozon Mexico, Crown Fountain Chicago and sunrise on Annapolis Harbor",
s3475-amazon,Movie,30 Minutes of Serenity,Mark Knight,,,,2012,ALL,30 min,Special Interest,"A soothing video postcard with no narration or music-simply the natural sounds and HD video,. Enjoy vistas from Maui's Bamboo Forest, The Chicago River, Glass fish from the Philippines, Horseshoe Bend on the Colorado River, The Hoh River, Sol Duc Falls and Lake Crescent in Washington state's Olympic National Park, and Hawaii's Wailua Falls.",
s3474-amazon,Movie,30 Minutes of Sheep for Relaxation,"Jim Wilmer, Mark Knight",,,,2017,ALL,30 min,Special Interest,"As cliche as it sounds, here you can count the sheep as the herd at Carmel Mission Ranch finds solace in the beautiful meadow adjoining the Carmel River Beach Estuary at sunset. Gently drift off to sleep or use for meditation as well as relaxation for children and pets.",
s3473-amazon,Movie,30 Minutes of Water,Mark Knight,,,,2019,,30 min,"Documentary, Special Interest","Sharecare Windows believes that images speak louder than words, and in our search around the world to find awe-inspiring images, we discovered the subtle beauty and spiritual inspiration of water. Join us as we bring attention to the natural resources that sustains our planet and the life that depends on it. Sharecare Windows short film WATER has screened at 80 Film Festivals and won 18 awards.",
s3472-amazon,Movie,30 Minutes of Water in Nature,Mark Knight,,,,2012,ALL,30 min,Special Interest,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Videos include, Beach Cabanas Cabo San Lucas Mexico, Pink and yellow Lotus flowers in Hawaii, Sea of Cortez beach sunset, purple wildflowers, Texas Bluebonnet wildflowers, Rainbow Falls in Hawaii, Sparks Lake in Oregon, Three Rivers Gorge on the Yangtze River and Texas floating clouds",
s3471-amazon,Movie,30 Minutes on the Central California Coast,David Hessemer,,,,2018,ALL,30 min,"Documentary, Special Interest","Hidden away between Carmel and Santa Barbara, California is a stretch of the California Coast that is peaceful, beautiful and mostly unknown. The Hidden Gem is a project created for Sharecare Windows by the Visual Storytelling Class at Oaks Christian High School in Westlake, California. Ten students spent four days shooting to create a special video with images set to an original soundtrack.",
s6013-netflix,Movie,30 Minutes or Less,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward",United States,1-Jan-21,2011,R,83 min,"Action & Adventure, Comedies",Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.,
s4177-amazon,Movie,30 Minutes to Relax in Nature,Mark Knight,,,,2012,ALL,30 min,Special Interest,"A relaxing video postcard with no narration-simply the natural sounds and video in HD. Views include Desoto Falls Fort Payne, Iao Valley Maui, Sipalay Boats Philippines, Island of Hawaii beach, Del Norte Coast California, Grand Bahama Island Infinity Pool, #18 hole of Punta Mita Golf Course, Glassfish Apo Island Philippines, Schroon River Adirondack Mountains, and Fishing Boats in Aruba.",
s3470-amazon,Movie,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Craig Moss,"Ashley Martin, Austin Michael Scott, Heidi Kramer, Pickles Moss, Alissa Kramer, Stephen Kramer Glickman, Melissa Fosse-Dunne, French Stewart",,,2013,R,80 min,"Comedy, Horror, Young Adult Audience","After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.",
s324-netflix,TV Show,30 Rock,,"Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack McBrayer, Scott Adsit, Judah Friedlander, Katrina Bowden, Keith Powell, Lonny Ross, John Lutz, Kevin Brown, Grizz Chapman, Maulik Pancholy",United States,1-Aug-21,2012,TV-14,7 Seasons,TV Comedies,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.,
s3469-amazon,Movie,30-Minute Anxiety Meditation,,Donna D' Cruz,,,2020,ALL,30 min,Special Interest,A guided meditation to help you overcome anxiety in your life. Guided by Donna D' Cruz.,
s6014-netflix,Movie,300 Miles to Heaven,Maciej Dejczer,"Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata","Denmark, France, Poland",1-Oct-19,1989,TV-14,93 min,"Dramas, International Movies","Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home.",
s3468-amazon,Movie,306 Hollywood,Elan Bogarín & Jonathan Bogarín,Annette Ontell,,,2018,13+,94 min,Documentary,"When siblings Elan and Jonathan Bogarín undertake an archaeological excavation of their late grandmother's house, they embark on a magical-realist journey in search of what life remains in the objects we leave behind. 306 Hollywood transforms the dusty fragments of an unassuming life into an epic metaphor for the nature of memory, time, and history.",
s3467-amazon,Movie,33 & Beyond: The Royal Art of Freemasonry,Johnny Royal,"Johnny Royal, Adam Kendall, Chris Sanders, Ernest Chapman, Robert Doan, Dr. Jim Tresner, Robert Davis, R. Stephen Doan, Dr. Douglas Roberts, Ryan Driber, Dr. John Cooper, Adam Wolf, Greg Cherry, joseph Kindoll",,,2017,18+,90 min,Documentary,"Hailed by ABC News as ""Perhaps the most important documentary ever made on Freemasonry,"" 33 & Beyond: The Royal Art of Freemasonry, explores the American Freemasonic system, degree by degree. Written & Directed by Johnny Royal (Illuminated: The True Story of the Illuminati), 33 & Beyond: The Royal Art of Freemasonry examines the Blue Lodge, Scottish Rite and York Rite bodies of Freemasonry.",
s3466-amazon,Movie,36 Husbands,Michael Glover,"Christa Pasch, Roberta Bianchini, Nadine Nourney, Dominic Anglim, Howard Corlett, Tony Moore, Felix Kosse, Michael Glover, Robyn Rosenkrantz",United States,,2020,13+,83 min,Comedy,"36 Husbands is a mystical, musical, Kung Fu spy comedy starring 3 powerful women - and a bunch of husbands.",
s2413-netflix,Movie,365 Days,"Barbara Białowąs, Tomasz Mandes","Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska, Natasza Urbańska, Grażyna Szapołowska, Tomasz Stockinger, Gianni Parisi, Mateusz Łasowski",Poland,7-Jun-20,2020,TV-MA,114 min,"Dramas, International Movies, Romantic Movies","A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",
s2971-netflix,Movie,37 Seconds,Hikari,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",Japan,31-Jan-20,2020,TV-MA,116 min,"Dramas, International Movies","Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",
s3465-amazon,Movie,37-Teen,Miles Forster,"Fred Ewanuick, Tasya Teles, Michael Coleman, Josh Blacker, Amy Goodmurphy, Sean Owen Roberts, Rhonda Dent",,,2020,18+,92 min,Comedy,"Billionaire software mogul, Adam Pi, has everything in life with the exception of positive memories from High School. He reluctantly goes to his 20th year reunion, has an amazing time, and finds himself wondering ""If I knew then what I know now..."" and offers the entire grad class one year's salary to come back and do one more month of High School. What could possibly go wrong?",
s3668-netflix,TV Show,3Below: Tales of Arcadia,,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",United States,12-Jul-19,2019,TV-Y7,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",
